Timestamp,Your initials,Institution,Statistical consulting,Web scraping,Text data mining or text analysis,Data repository or data preservation,Electronic lab notebooks,"Reproducible research (really looking for the word ""reproducible"" or ""replicable"")",Open Science Framework or OSF,DMPTool,"Software, Data, or Library Carpentry workshops","Aerial photos, imagery, or LiDAR (related to GIS)","Version control (e.g. Git, GitHub, Bitbucket)","Geospatial data and GIS general support, consults","Geospatial data and GIS general support, instruction","Geospatial data and GIS general support, web resources","Geospatial and GIS software, consults","Geospatial and GIS software, instruction","Geospatial and GIS software, web resources","Data management support, general, consults","Data management support, general, instruction","Data management support, general, web resources","Data management plans, consults","Data management plans, instruction","Data management plans, web resources","Data visualization software, consults","Data visualization software, instruction","Data visualization software, web resources","Data analysis or programming, consults","Data analysis or programming, instruction","Data analysis or programming, web resources",Other service 1,Other service 2,Other service 3,Other service 4,Other service 5
6/29/2020 9:57:37,CG,University of Florida,http://arcs.uflib.ufl.edu/services/datascience/,,https://guides.uflib.ufl.edu/digitalhumanities/dh/tools,http://arcs.uflib.ufl.edu/services/publishingarchiving/,https://guides.uflib.ufl.edu/datamanagement/tools,https://guides.uflib.ufl.edu/reproducibility,https://guides.uflib.ufl.edu/datamanagement/tools,https://guides.uflib.ufl.edu/datamanagement/dmp,,https://guides.uflib.ufl.edu/c.php?g=147404&p=966753,http://apps.uflib.ufl.edu/Registration/public_workshops_view_details.aspx?ID=125,http://arcs.uflib.ufl.edu/services/geospatialanalysis/,http://arcs.uflib.ufl.edu/services/geospatialanalysis/,https://guides.uflib.ufl.edu/c.php?g=147404&p=966619,http://arcs.uflib.ufl.edu/services/geospatialanalysis/,http://arcs.uflib.ufl.edu/services/geospatialanalysis/,,http://arcs.uflib.ufl.edu/consultations/,https://guides.uflib.ufl.edu/datamanagement/home,https://guides.uflib.ufl.edu/datamanagement/home,http://arcs.uflib.ufl.edu/consultations/,https://guides.uflib.ufl.edu/datamanagement/home,https://guides.uflib.ufl.edu/datamanagement/dmp,http://arcs.uflib.ufl.edu/services/visualization/,,https://guides.uflib.ufl.edu/visualization,http://arcs.uflib.ufl.edu/services/datascience/,http://arcs.uflib.ufl.edu/services/datascience/,,,,,,
6/29/2020 11:57:37,AC,University of Arizona,http://libguides.library.arizona.edu/EllerOnlineUndergrad/statistics,,https://libguides.library.arizona.edu/dighumantools/text,https://data.library.arizona.edu/services/ua-research-data-repository,https://data.library.arizona.edu/best-practices/open-science-framework-osf,https://data.library.arizona.edu/best-practices/data-publishing-reproducibility,https://data.library.arizona.edu/best-practices/open-science-framework-osf,https://data.library.arizona.edu/data-management-plans/dmptool,https://librarycarpentry.org/lessons/,https://libguides.library.arizona.edu/GIS/ImageryandLidar,https://new.library.arizona.edu/events/basics-git-and-github,https://libguides.library.arizona.edu/GIS/Help,https://libguides.library.arizona.edu/GIS/tutorials,https://libguides.library.arizona.edu/GIS/get-started,https://libguides.library.arizona.edu/GIS/Help,https://libguides.library.arizona.edu/GIS/tutorials,https://libguides.library.arizona.edu/GIS/software,https://data.library.arizona.edu/,https://data.library.arizona.edu/,https://data.library.arizona.edu/best-practices,,https://data.library.arizona.edu/data-management-plans,https://data.library.arizona.edu/data-management-plans,,https://libguides.library.arizona.edu/dighumantools/dataviz,https://libguides.library.arizona.edu/dighumantools/dataviz,https://new.library.arizona.edu/research/support/data,https://new.library.arizona.edu/events/r-programming-help,,,,,,
6/29/2020 12:30:03,AC,"University of California, Berkeley",https://update.lib.berkeley.edu/2012/03/06/ucla-statistical-consulting-classes-and-workshops/,https://guides.lib.berkeley.edu/library-carpentry-sprint2017,https://update.lib.berkeley.edu/2019/10/23/building-legal-literacies-for-text-data-mining-call-for-participants/,https://update.lib.berkeley.edu/2020/01/28/dryad/,https://guides.lib.berkeley.edu/ERN,https://guides.lib.berkeley.edu/reproducibility-guide,https://update.lib.berkeley.edu/tag/open-science/,https://update.lib.berkeley.edu/2018/03/09/new-dmptool-launched/,https://guides.lib.berkeley.edu/library-carpentry-sprint2017,https://guides.lib.berkeley.edu/c.php?g=130718&p=3874462,https://update.lib.berkeley.edu/2017/06/06/github-archiving-and-repositories/,,https://guides.lib.berkeley.edu/gis/training,https://guides.lib.berkeley.edu/gis/data,,https://guides.lib.berkeley.edu/gis/training,https://guides.lib.berkeley.edu/gis/help,https://guides.lib.berkeley.edu/researchdata,https://guides.lib.berkeley.edu/reproducibility-guide,https://guides.lib.berkeley.edu/researchdata,https://guides.lib.berkeley.edu/researchdata,https://guides.lib.berkeley.edu/researchdata,,,https://guides.lib.berkeley.edu/data-visualization/tools,https://guides.lib.berkeley.edu/data-visualization/type,,https://guides.lib.berkeley.edu/publichealth/ph210,https://update.lib.berkeley.edu/2016/03/04/professional-development-data-analysis-take-it-to-the-max/,,,,,
6/29/2020 12:42:01,CG,University of Illinois at Urbana-Champaign,https://publish.illinois.edu/statsconsulting/,,https://guides.library.illinois.edu/textmining,http://guides.library.illinois.edu/introdata/preservation,,https://guides.library.illinois.edu/c.php?g=706469&p=6591153,,https://www.library.illinois.edu/rds/plan/,,https://www.library.illinois.edu/max/collections/aerial_photographs/,https://guides.library.illinois.edu/c.php?g=736070,https://www.library.illinois.edu/sc/gis/consult/,https://guides.library.illinois.edu/GIS/Workshops,https://guides.library.illinois.edu/GIS,https://www.library.illinois.edu/sc/gis/consult/,https://guides.library.illinois.edu/GIS/Workshops,,,https://www.library.illinois.edu/rds/workshops/,http://guides.library.illinois.edu/introdata,,https://www.library.illinois.edu/rds/workshops/,https://www.library.illinois.edu/rds/plan/,,https://www.library.illinois.edu/sc/services/data-visualization/,https://www.library.illinois.edu/sc/services/data-visualization/,,,https://guides.library.illinois.edu/c.php?g=348074&p=2346110,,,,,
6/29/2020 13:23:01,AC,Washington State University,https://researchguides.library.wisc.edu/health-statistics,,https://www.library.wisc.edu/digital-library-services/uwdcc/resources-documentation/guidelines-for-markup-of-electronic-texts/,https://www.library.wisc.edu/digital-library-services/,http://ebling.library.wisc.edu/2018/07/19/electronic-lab-notebooks-all-invited/,,,http://ebling.library.wisc.edu/2019/02/19/dmptool-will-help-manage-your-data-upcoming-workshops/,http://ebling.library.wisc.edu/2019/05/13/data-carpentry-workshop/,https://geography.wisc.edu/maplibrary/aerial-photography/,,https://geography.wisc.edu/maplibrary/geographic-information-systems-gis/,,https://researchguides.library.wisc.edu/GIS,https://geography.wisc.edu/maplibrary/geographic-information-systems-gis/,https://researchguides.library.wisc.edu/c.php?g=178144&p=7290067,https://geography.wisc.edu/maplibrary/geospatial-data-resources-u-s/,,https://lo.library.wisc.edu/research_data_mgmt/,https://lo.library.wisc.edu/research_data_lifecycle/story_html5.html,,,,,,https://designlab.wisc.edu/tag/data-visualization/,,,,,,,,
6/29/2020 13:41:04,AC,Washington State University,https://ciser.wsu.edu/consulting/,,https://libguides.libraries.wsu.edu/c.php?g=388821&p=2638273,https://libguides.libraries.wsu.edu/datamanagement/datastorage,http://libguides.libraries.wsu.edu/rdmlibguide/metadata,https://libguides.libraries.wsu.edu/lovedataweek,https://libguides.libraries.wsu.edu/lovedataweek,https://libguides.libraries.wsu.edu/datamanagement/dmp,,http://forestry.wsu.edu/wp-content/.../Mapping-Spatial-Resources-Handout.pdf,https://cereo.wsu.edu/2018/03/16/github-version-control-collaboration/,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959555,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959556,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959560,,,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959555,,https://cereo.wsu.edu/data-management-workshops/,https://libguides.libraries.wsu.edu/rdmlibguide,,https://libguides.libraries.wsu.edu/datamanagement,https://libguides.libraries.wsu.edu/datamanagement/datasharing,,https://libguides.libraries.wsu.edu/dataviz/programming,https://libguides.libraries.wsu.edu/dataviz,https://ciser.wsu.edu/initial-meeting-request/,https://ciser.wsu.edu/events-workshops/,https://atl.wsu.edu/assessment-toolkits/assessment-data-analysis-toolkit/,,,,,
6/30/2020 11:03:59,CG,University of Iowa,https://ppc.uiowa.edu/isrc/methods-consulting,,,https://www.lib.uiowa.edu/data/share/data-repositories/,https://www.lib.uiowa.edu/data/manage/documenting/lab-notebooks/,,,https://www.lib.uiowa.edu/data/plan/tools/,,https://www.lib.uiowa.edu/maps/aerial/,https://www.lib.uiowa.edu/data/manage/version-control/,,https://guides.lib.uiowa.edu/c.php?g=132116&p=2316517,https://guides.lib.uiowa.edu/gis,,https://guides.lib.uiowa.edu/c.php?g=132116&p=2316517,https://guides.lib.uiowa.edu/c.php?g=132116&p=6634664,https://www.lib.uiowa.edu/data/contact/,,https://www.lib.uiowa.edu/data/manage/,https://www.lib.uiowa.edu/data/plan/,,https://www.lib.uiowa.edu/data/plan/,https://www.lib.uiowa.edu/data/data-analysis/,https://www.lib.uiowa.edu/news-and-events/event/?id=53141,,https://www.lib.uiowa.edu/data/data-analysis/,https://www.lib.uiowa.edu/news-and-events/event/?id=53141,,,,,,
6/30/2020 12:12:00,CG,"University of Maryland, College Park",https://www.lib.umd.edu/rc/statistical-consulting,,https://www.lib.umd.edu/rc/data-and-text-mining,https://www.lib.umd.edu/data/repositories,,,,https://www.lib.umd.edu/data/data-mgmt,https://www.lib.umd.edu/rc/data-science,,,https://www.lib.umd.edu/gis,https://www.lib.umd.edu/gis/workshops,https://www.lib.umd.edu/gis/what-is-gis,https://www.lib.umd.edu/gis,https://www.lib.umd.edu/gis/workshops,https://www.lib.umd.edu/gis/learning,,https://www.lib.umd.edu/rc/common-quandaries,https://www.lib.umd.edu/data/data-mgmt,https://www.lib.umd.edu/data/dmp,https://www.lib.umd.edu/data/dmp,https://www.lib.umd.edu/data/dmp-guide,,https://www.lib.umd.edu/rc/data-science,,,https://www.lib.umd.edu/rc/data-science,https://lib.guides.umd.edu/c.php?g=327087&p=3506810,,,,,
6/30/2020 12:19:44,AC,University of North Carolina at Chapel Hill,https://library.unc.edu/hub/services/statistical-consulting/,https://guides.lib.unc.edu/dhatcarolina/skills,https://guides.lib.unc.edu/dhatcarolina/skills,https://guides.lib.unc.edu/metadata/repositories,,https://guides.lib.unc.edu/systematic-reviews,https://guides.lib.unc.edu/researchdatatoolkit/tools,https://guides.lib.unc.edu/researchdatatoolkit/tools,https://guides.lib.unc.edu/intro-git-workshop,https://library.unc.edu/data/gis-usda/,https://guides.lib.unc.edu/intro-git-workshop,https://library.unc.edu/data/gis-assistance/,,https://guides.lib.unc.edu/citedata/additional,https://library.unc.edu/data/gis-assistance/,https://guides.lib.unc.edu/software/training,https://guides.lib.unc.edu/software/data-vis,https://library.unc.edu/hub/services/data-management-consulting/,https://guides.lib.unc.edu/metadata,,https://library.unc.edu/hub/services/data-management-consulting/,https://guides.lib.unc.edu/dmpintro,https://guides.lib.unc.edu/dmpintro/tools,,https://guides.lib.unc.edu/DataViz/reading,https://guides.lib.unc.edu/DataViz/basics,https://guides.lib.unc.edu/mattjansen,https://library.unc.edu/hub/services/statistical-consulting/,,,,,,
6/30/2020 12:23:49,CG,"University of Minnesota, Twin Cities",,,https://libguides.umn.edu/c.php?g=895901&p=6454823,https://conservancy.umn.edu/handle/11299/166578,https://www.lib.umn.edu/datamanagement/eln,https://www.lib.umn.edu/researchsupport/reproducibility,https://www.lib.umn.edu/scholcom/open-science,https://www.lib.umn.edu/datamanagement/DMP,https://dash.umn.edu/software-carpentry/,https://www.lib.umn.edu/borchert/aerial-photography-and-remote-sensed-imagery,,,,https://www.lib.umn.edu/borchert/geodata,,,,https://www.lib.umn.edu/datamanagement/workshops,https://www.lib.umn.edu/datamanagement/workshops,https://www.lib.umn.edu/datamanagement/best-practices-templates,https://www.lib.umn.edu/datamanagement/DMP,,https://www.lib.umn.edu/datamanagement/DMP,https://libguides.umn.edu/c.php?g=921727&p=6644331,,https://libguides.umn.edu/c.php?g=921727&p=6642925,,,https://www.lib.umn.edu/datamanagement/computing,,,,,
6/30/2020 12:43:02,AC,University of Southern California,http://norris.usc.libguides.com/content.php?pid=51351,,,https://libraries.usc.edu/article/usc-digital-repository-shapes-future-archiving,,https://libguides.usc.edu/CER_RDM,https://libguides.usc.edu/CER_RDM,https://libguides.usc.edu/CER_RDM,,https://libguides.usc.edu/spatial,,,https://libguides.usc.edu/spatial,https://libguides.usc.edu/prf.php?account_id=24691,,,,,https://libguides.usc.edu/CER_RDM,https://libraries.usc.edu/databases/dataverse,,https://libguides.usc.edu/CER_RDM,https://libguides.usc.edu/datareference,,,https://libguides.usc.edu/visualizeLA,https://libguides.usc.edu/healthsciences/nml-bioinfo,,https://libguides.usc.edu/c.php?g=234919,,,,,
7/1/2020 10:38:42,CG,University of North Carolina at Chapel Hill,https://library.unc.edu/hub/services/statistical-consulting/,,,https://guides.lib.unc.edu/researchdatatoolkit/choosing-a-repository,,,https://guides.lib.unc.edu/researchdatatoolkit/tools,https://guides.lib.unc.edu/researchdatatoolkit/tools,,https://library.unc.edu/data/gis-usda/,https://guides.lib.unc.edu/intro-git-workshop,https://library.unc.edu/data/gis-assistance/,,https://guides.lib.unc.edu/spatialdata/getting-started,https://library.unc.edu/data/gis-assistance/,https://guides.lib.unc.edu/software/training,https://guides.lib.unc.edu/software/software,https://guides.lib.unc.edu/researchdatatoolkit/unc-services,,https://guides.lib.unc.edu/researchdatatoolkit/home,https://guides.lib.unc.edu/researchdatatoolkit/unc-services,,https://guides.lib.unc.edu/researchdatatoolkit/home,https://guides.lib.unc.edu/lorinbruckner,https://guides.lib.unc.edu/lorinbruckner,http://learndataviz.web.unc.edu/,https://guides.lib.unc.edu/mattjansen,https://guides.lib.unc.edu/mattjansen,,,,,,
7/1/2020 10:58:01,CG,University of Oregon,https://library.uoregon.edu/research-data-management/consultations,,,https://researchguides.uoregon.edu/data-management/archiving,,,https://researchguides.uoregon.edu/library_workshops/digital_projects,https://researchguides.uoregon.edu/dmp-tool,,https://library.uoregon.edu/aerial-photography-collection,https://researchguides.uoregon.edu/library_workshops/version_control,http://researchguides.uoregon.edu/gis/guide,,https://library.uoregon.edu/map/gis_data/data_in_commons,http://researchguides.uoregon.edu/gis/guide,,http://researchguides.uoregon.edu/gis/uo-resources,https://library.uoregon.edu/data-services/contact,,https://researchguides.uoregon.edu/data-management/services,https://library.uoregon.edu/data-services/contact,https://researchguides.uoregon.edu/library_workshops/DMPtool,https://researchguides.uoregon.edu/data-management/dmp,,https://researchguides.uoregon.edu/library_workshops/r,,,https://researchguides.uoregon.edu/library_workshops/python,https://researchguides.uoregon.edu/c.php?g=567658&p=3940646,,,,,
7/1/2020 11:36:25,CG,University of Southern California,,,https://libguides.usc.edu/contentmining,,,,,,,,,,,https://libguides.usc.edu/c.php?g=235195&p=1562120,,,https://libguides.usc.edu/c.php?g=235195&p=1560665,,,,,,,,https://libraries.usc.edu/events/usc-libraries-data-and-visualization-workshops-0,,,,,,,,,
7/2/2020 10:00:28,CG,University of Texas at Austin,,https://www.lib.utexas.edu/events/238,https://www.lib.utexas.edu/events/68,https://guides.lib.utexas.edu/c.php?g=1020955&p=7429419,,,,https://guides.lib.utexas.edu/c.php?g=1020955&p=7395489,https://www.lib.utexas.edu/events/285,,https://guides.lib.utexas.edu/c.php?g=494171&p=5550739,https://www.lib.utexas.edu/research-help-support/gis-geospatial-data-services,https://guides.lib.utexas.edu/gis/past-event-info-and-downloads,https://guides.lib.utexas.edu/gis,https://www.lib.utexas.edu/research-help-support/gis-geospatial-data-services,https://guides.lib.utexas.edu/gis/past-event-info-and-downloads,https://guides.lib.utexas.edu/gis/install-gis-software,https://www.lib.utexas.edu/research-help-support/research-data-services,https://guides.lib.utexas.edu/data-and-donuts/managing-research-data,,https://www.lib.utexas.edu/research-help-support/research-data-services,,https://guides.lib.utexas.edu/DMP,,https://guides.lib.utexas.edu/c.php?g=494171&p=5550738,https://guides.lib.utexas.edu/data-visualization,,,https://guides.lib.utexas.edu/datalab/home,,,,,
7/2/2020 10:13:59,CG,University of Utah,https://lib.utah.edu/services/stats-ta.php,,,https://lib.utah.edu/services/data-management/consultations.php,http://campusguides.lib.utah.edu/ELNs,https://campusguides.lib.utah.edu/reproducibility,https://campusguides.lib.utah.edu/reproducibility/toolkit,http://campusguides.lib.utah.edu/c.php?g=160412&p=1051780,,https://campusguides.lib.utah.edu/c.php?g=160828&p=1054034,https://campusguides.lib.utah.edu/reproducibility/toolkit,https://lib.utah.edu/services/geospatial/services.php,https://lib.utah.edu/services/geospatial/services.php,https://lib.utah.edu/services/geospatial/services.php,https://lib.utah.edu/services/geospatial/training-materials.php,https://lib.utah.edu/services/geospatial/training-materials.php,https://lib.utah.edu/services/geospatial/training-materials.php,https://lib.utah.edu/services/data-management/consultations.php,https://lib.utah.edu/services/data-management/education-training.php,http://campusguides.lib.utah.edu/researchdata,https://lib.utah.edu/services/data-management/plans.php,https://lib.utah.edu/services/data-management/education-training.php,http://campusguides.lib.utah.edu/c.php?g=160412&p=1051780,,,https://campusguides.lib.utah.edu/c.php?g=893558&p=6444106,,,https://campusguides.lib.utah.edu/c.php?g=893558&p=6425370,,,,,
7/2/2020 12:48:06,CG,University of Washington,,,https://guides.lib.uw.edu/research/dstools/tdm,https://guides.lib.uw.edu/research/dmg/ssp,https://guides.lib.uw.edu/research/ELN,https://guides.lib.uw.edu/research/reproducibility,https://guides.lib.uw.edu/research/osf,https://guides.lib.uw.edu/research/dmg/home,,https://guides.lib.uw.edu/research/gis/imagery_available,https://guides.lib.uw.edu/research/reproducibility/robust-coding,https://guides.lib.uw.edu/research/gis/home,,https://guides.lib.uw.edu/research/gis/home,https://guides.lib.uw.edu/research/gis/resources,,https://guides.lib.uw.edu/research/gis/resources,https://www.lib.washington.edu/digitalscholarship/services/data,https://www.lib.washington.edu/digitalscholarship/hacking-the-academy-programming-series,https://guides.lib.uw.edu/friendly.php?s=research/dmg,https://guides.lib.uw.edu/research/dmg/dmp,https://www.lib.washington.edu/digitalscholarship/hacking-the-academy-programming-series,https://guides.lib.uw.edu/research/dmg/dmp,,,https://guides.lib.uw.edu/research/dstools/visualize,,,https://guides.lib.uw.edu/hsl/data/analyze,,,,,
7/4/2020 12:17:25,CG,"University of Wisconsin, Madison",,,https://researchguides.library.wisc.edu/c.php?g=246897&p=1645187,https://www.library.wisc.edu/digital-library-services/minds/,https://eln.wisc.edu/,,,https://researchdata.wisc.edu/dmp-use-dmptool-to-write-your-dmp/,https://ebling.library.wisc.edu/2020/05/14/data-carpentry-on-zoom/,https://geography.wisc.edu/maplibrary/aerial-photography/,https://researchguides.library.wisc.edu/R/git,https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191,https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191,https://researchguides.library.wisc.edu/GIS,https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191,https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191,https://researchguides.library.wisc.edu/c.php?g=178144&p=1169833,https://researchdata.wisc.edu/consultations/,https://researchdata.wisc.edu/our-services/,https://lo.library.wisc.edu/research_data_mgmt/,https://researchdata.wisc.edu/our-services/,https://researchdata.wisc.edu/our-services/,https://researchdata.wisc.edu/dmp-introduction/,,https://researchguides.library.wisc.edu/R/why,https://researchguides.library.wisc.edu/R/ggplot2,,https://researchguides.library.wisc.edu/R/why,https://researchguides.library.wisc.edu/R,,,,,
7/4/2020 12:31:44,CG,Washington State University,,,,https://libguides.libraries.wsu.edu/datamanagement/datastorage,,,,https://libguides.libraries.wsu.edu/datamanagement/dmp,,,,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959555,,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959554,,,https://libguides.libraries.wsu.edu/c.php?g=294141&p=1959556,https://libguides.libraries.wsu.edu/rdmlibguide/training,https://libguides.libraries.wsu.edu/rdmlibguide/training,https://libguides.libraries.wsu.edu/rdmlibguide,https://libguides.libraries.wsu.edu/datamanagement/introduction,,https://libguides.libraries.wsu.edu/datamanagement,,,https://libguides.libraries.wsu.edu/dataviz,,,https://libguides.libraries.wsu.edu/dataviz/programming,,,,,
